failed_logins,request_rate,commands_count,sql_payload,honeytoken_access,session_time,label
1,39,5,0,0,873,Normal
0,13,5,0,0,845,Normal
3,18,6,0,1,2695,DataExfil
45,157,0,0,0,200,BruteForce
9,1833,4,0,0,106,Recon
0,46,8,0,1,3598,DataExfil
0,22,0,0,0,871,Normal
1,34,1,0,0,121,Normal
2,36,0,0,0,920,Normal
3,19,1,0,0,553,Normal
5,48,15,1,0,341,Injection
1,31,0,0,0,771,Normal
1,53,12,0,1,1355,DataExfil
2,33,2,0,0,767,Normal
3,35,0,0,0,326,Normal
4,26,40,1,0,141,Injection
0,30,4,0,0,1099,Normal
1,13,0,0,0,1439,Normal
2,50,13,0,1,769,DataExfil
2,4,0,0,0,787,Normal
8,70,19,1,0,323,Injection
4,43,23,1,1,155,Injection
2,1598,2,0,0,91,Recon
50,453,2,0,0,30,BruteForce
0,25,4,0,0,829,Normal
3,20,3,0,0,544,Normal
63,244,0,0,0,66,BruteForce
184,107,0,0,0,19,BruteForce
2,14,2,0,0,1682,Normal
118,232,1,0,0,149,BruteForce
2,5,7,0,1,1678,DataExfil
2,10,1,0,0,235,Normal
10,1132,5,0,0,91,Recon
1,97,36,1,0,487,Injection
1,6,5,0,0,340,Normal
2,20,10,0,1,851,DataExfil
74,379,1,0,0,12,BruteForce
3,2,2,0,0,435,Normal
6,13,38,1,0,315,Injection
3,27,3,0,0,1692,Normal
3,9,2,0,0,242,Normal
69,375,1,0,0,152,BruteForce
2,25,0,0,0,1722,Normal
1,28,5,0,0,893,Normal
2,13,0,0,0,1317,Normal
139,487,1,0,0,119,BruteForce
4,43,5,0,1,3317,DataExfil
95,266,2,0,0,27,BruteForce
1,4,2,0,0,655,Normal
106,222,2,0,0,62,BruteForce
1,35,0,0,0,1219,Normal
185,463,2,0,0,156,BruteForce
164,494,0,0,0,110,BruteForce
0,14,4,0,0,147,Normal
2,42,17,0,1,2975,DataExfil
1,605,2,0,0,55,Recon
88,344,0,0,0,160,BruteForce
0,16,3,0,0,1538,Normal
2,18,2,0,0,1109,Normal
1,3,4,0,0,1721,Normal
3,31,4,0,0,1228,Normal
9,80,44,1,0,329,Injection
3,17,0,0,0,764,Normal
6,1362,9,0,0,118,Recon
4,42,11,0,1,3386,DataExfil
0,25,5,0,0,633,Normal
0,2,3,0,0,550,Normal
2,8,15,0,1,2997,DataExfil
0,27,5,0,0,1720,Normal
3,35,1,0,0,1381,Normal
0,14,2,0,0,675,Normal
3,2,3,0,0,1042,Normal
15,1900,7,0,0,25,Recon
1,30,1,0,0,1474,Normal
0,16,2,0,0,1729,Normal
2,4,0,0,0,1355,Normal
3,3,2,0,0,284,Normal
7,949,4,0,0,75,Recon
1,26,2,0,0,1389,Normal
0,26,16,0,1,2141,DataExfil
1,19,3,0,0,1649,Normal
132,180,0,0,0,116,BruteForce
1,31,2,0,0,1545,Normal
1,18,3,0,0,368,Normal
4,1909,4,0,0,79,Recon
2,20,10,0,1,2551,DataExfil
9,1205,7,0,0,52,Recon
2,14,0,0,0,941,Normal
2,49,10,0,1,2003,DataExfil
3,38,5,0,0,320,Normal
124,370,0,0,0,115,BruteForce
13,1538,2,0,0,75,Recon
3,11,9,0,1,1734,DataExfil
156,197,0,0,0,210,BruteForce
1,32,4,0,0,259,Normal
2,51,10,0,1,1360,DataExfil
2,37,5,0,0,318,Normal
9,1154,6,0,0,31,Recon
2,26,5,0,0,1713,Normal
3,29,1,0,0,1080,Normal
1,38,3,0,0,1024,Normal
2,27,2,0,0,783,Normal
2,32,4,0,0,632,Normal
1,11,2,0,0,1549,Normal
5,97,21,1,0,506,Injection
56,238,2,0,0,134,BruteForce
2,30,12,0,1,830,DataExfil
139,193,0,0,0,14,BruteForce
0,818,8,0,0,29,Recon
1,33,2,0,0,734,Normal
3,33,4,0,0,1690,Normal
3,15,0,0,0,1513,Normal
0,85,42,1,0,362,Injection
2,1,3,0,0,681,Normal
3,20,10,0,1,807,DataExfil
6,118,16,1,1,412,Injection
157,134,1,0,0,277,BruteForce
3,11,5,0,0,976,Normal
2,38,7,0,1,1004,DataExfil
1,14,2,0,0,1531,Normal
1,28,3,0,0,1585,Normal
2,33,5,0,0,223,Normal
0,12,1,0,0,656,Normal
2,26,10,0,1,807,DataExfil
0,47,7,0,1,2356,DataExfil
0,6,0,0,0,1120,Normal
2,38,3,0,0,590,Normal
1,6,3,0,0,1539,Normal
2,28,1,0,0,807,Normal
3,3,4,0,0,555,Normal
2,39,0,0,0,1046,Normal
3,40,18,0,1,764,DataExfil
195,292,2,0,0,208,BruteForce
199,113,2,0,0,88,BruteForce
3,19,0,0,0,945,Normal
116,214,1,0,0,205,BruteForce
130,371,1,0,0,87,BruteForce
7,23,20,1,0,417,Injection
198,406,0,0,0,89,BruteForce
13,1882,8,0,0,76,Recon
2,2,4,0,0,903,Normal
9,68,25,1,1,83,Injection
1,32,0,0,0,1493,Normal
92,469,0,0,0,103,BruteForce
1,34,4,0,0,477,Normal
3,12,10,0,1,1804,DataExfil
1,29,4,0,0,273,Normal
3,22,0,0,0,560,Normal
56,444,0,0,0,164,BruteForce
3,25,1,0,0,923,Normal
12,913,3,0,0,86,Recon
1,20,13,0,1,2434,DataExfil
153,310,1,0,0,105,BruteForce
3,15,0,0,0,1730,Normal
1,19,3,0,0,1158,Normal
159,173,2,0,0,174,BruteForce
2,40,5,0,1,2629,DataExfil
5,127,39,1,0,311,Injection
9,87,49,1,0,479,Injection
4,46,11,0,1,2124,DataExfil
3,1121,8,0,0,23,Recon
133,469,0,0,0,242,BruteForce
2,12,5,0,0,1525,Normal
145,469,1,0,0,122,BruteForce
1,21,5,0,0,877,Normal
18,1799,8,0,0,118,Recon
2,4,4,0,0,124,Normal
1,27,4,0,0,563,Normal
3,25,5,0,0,1139,Normal
16,934,7,0,0,78,Recon
10,1118,7,0,0,55,Recon
195,269,2,0,0,65,BruteForce
7,86,17,1,0,274,Injection
0,39,1,0,0,780,Normal
1,31,1,0,0,1150,Normal
2,22,4,0,0,610,Normal
1,28,4,0,0,601,Normal
4,9,7,0,1,2715,DataExfil
114,438,1,0,0,166,BruteForce
0,51,20,1,0,78,Injection
4,52,12,0,1,1130,DataExfil
1,19,5,0,0,1530,Normal
2,43,11,0,1,1267,DataExfil
0,39,0,0,0,1761,Normal
1,30,2,0,0,373,Normal
192,158,0,0,0,299,BruteForce
155,313,0,0,0,118,BruteForce
3,22,2,0,0,1334,Normal
86,149,2,0,0,147,BruteForce
3,37,0,0,0,1112,Normal
47,328,1,0,0,242,BruteForce
58,129,1,0,0,151,BruteForce
3,116,48,1,0,357,Injection
1,25,3,0,0,745,Normal
70,251,2,0,0,274,BruteForce
63,317,1,0,0,74,BruteForce
3,1020,2,0,0,49,Recon
98,189,2,0,0,260,BruteForce
0,36,2,0,0,931,Normal
181,344,0,0,0,61,BruteForce
161,367,1,0,0,255,BruteForce
129,267,0,0,0,98,BruteForce
1,40,18,0,1,2117,DataExfil
191,299,2,0,0,214,BruteForce
2,23,7,0,1,2785,DataExfil
2,52,12,0,1,1224,DataExfil
0,28,15,1,0,275,Injection
0,28,2,0,0,602,Normal
3,2,0,0,0,197,Normal
199,314,1,0,0,296,BruteForce
0,9,18,0,1,1845,DataExfil
2,39,1,0,0,749,Normal
2,34,5,0,0,1076,Normal
0,55,6,0,1,1940,DataExfil
65,431,0,0,0,241,BruteForce
1,8,4,0,0,1451,Normal
5,49,25,1,1,194,Injection
4,43,16,0,1,1936,DataExfil
3,22,4,0,0,1595,Normal
0,3,0,0,0,535,Normal
3,50,43,1,0,168,Injection
3,102,17,1,0,363,Injection
83,289,1,0,0,28,BruteForce
2,95,34,1,0,578,Injection
0,7,5,0,0,860,Normal
0,9,1,0,0,1181,Normal
167,175,0,0,0,106,BruteForce
3,34,0,0,0,1131,Normal
2,38,12,0,1,3445,DataExfil
0,36,7,0,1,904,DataExfil
3,32,0,0,0,1436,Normal
0,8,0,0,0,294,Normal
0,22,11,0,1,2904,DataExfil
10,1254,7,0,0,7,Recon
187,155,1,0,0,108,BruteForce
0,24,0,0,0,123,Normal
3,1,5,0,0,1537,Normal
1,35,1,0,0,167,Normal
11,1427,5,0,0,119,Recon
187,126,0,0,0,208,BruteForce
1,19,17,0,1,2744,DataExfil
0,37,2,0,0,1340,Normal
103,490,1,0,0,295,BruteForce
3,37,0,0,0,896,Normal
3,10,3,0,0,173,Normal
0,20,4,0,0,1638,Normal
1,31,1,0,0,675,Normal
9,717,2,0,0,89,Recon
0,55,9,0,1,3301,DataExfil
0,23,2,0,0,731,Normal
3,54,16,0,1,1705,DataExfil
1,19,4,0,0,666,Normal
2,13,5,0,0,1194,Normal
2,35,2,0,0,1212,Normal
8,1584,3,0,0,92,Recon
2,28,8,0,1,2824,DataExfil
1,39,5,0,0,711,Normal
4,50,49,1,0,113,Injection
1,30,15,1,0,536,Injection
1,37,4,0,0,1330,Normal
1,7,2,0,0,978,Normal
3,29,2,0,0,413,Normal
1,38,2,0,0,1609,Normal
0,8,16,0,1,2367,DataExfil
18,1461,8,0,0,40,Recon
1,21,2,0,0,716,Normal
4,126,49,1,0,349,Injection
0,6,5,0,0,1202,Normal
0,19,3,0,0,245,Normal
0,48,13,0,1,3500,DataExfil
178,200,1,0,0,155,BruteForce
9,135,26,1,0,417,Injection
79,317,2,0,0,96,BruteForce
19,1362,7,0,0,80,Recon
10,1000,6,0,0,70,Recon
1,32,4,0,0,1365,Normal
1,11,8,0,1,711,DataExfil
117,253,1,0,0,85,BruteForce
3,44,15,0,1,3552,DataExfil
3,16,0,0,0,1668,Normal
8,129,46,1,0,302,Injection
1,29,1,0,0,155,Normal
3,3,2,0,0,1634,Normal
198,326,1,0,0,55,BruteForce
7,65,36,1,0,341,Injection
145,463,2,0,0,164,BruteForce
4,25,14,0,1,2601,DataExfil
1,18,10,0,1,2470,DataExfil
3,28,16,0,1,688,DataExfil
4,1291,3,0,0,70,Recon
0,21,0,0,0,556,Normal
69,109,0,0,0,159,BruteForce
4,15,14,0,1,1258,DataExfil
3,9,1,0,0,256,Normal
0,22,0,0,0,1734,Normal
2,17,4,0,0,1303,Normal
0,16,1,0,0,1594,Normal
1,14,5,0,0,1576,Normal
2,17,0,0,0,1051,Normal
3,21,4,0,0,121,Normal
0,26,0,0,0,1600,Normal
0,12,4,0,0,619,Normal
1,17,0,0,0,1046,Normal
2,99,49,1,0,267,Injection
1,11,2,0,0,625,Normal
2,32,1,0,0,506,Normal
3,25,3,0,0,256,Normal
1,25,1,0,0,1263,Normal
4,748,7,0,0,95,Recon
3,1169,6,0,0,63,Recon
0,113,15,1,1,363,Injection
2,23,2,0,0,327,Normal
16,1327,3,0,0,35,Recon
3,44,25,1,0,586,Injection
110,436,1,0,0,155,BruteForce
3,29,5,0,0,490,Normal
3,20,0,0,0,702,Normal
0,39,3,0,0,341,Normal
0,10,0,0,0,1489,Normal
0,1,5,0,0,337,Normal
3,33,1,0,0,1441,Normal
4,51,14,0,1,1415,DataExfil
0,27,2,0,0,1300,Normal
3,35,3,0,0,570,Normal
183,199,0,0,0,127,BruteForce
0,21,3,0,0,746,Normal
74,215,0,0,0,66,BruteForce
3,54,16,0,1,3152,DataExfil
3,24,5,0,0,1245,Normal
64,180,0,0,0,282,BruteForce
187,101,2,0,0,18,BruteForce
3,19,4,0,0,1263,Normal
3,11,4,0,0,1761,Normal
0,30,1,0,0,1104,Normal
4,34,16,0,1,2579,DataExfil
3,33,4,0,0,178,Normal
189,469,2,0,0,74,BruteForce
3,46,8,0,1,2644,DataExfil
4,55,19,0,1,2818,DataExfil
1,24,4,0,0,270,Normal
0,1923,9,0,0,39,Recon
2,4,1,0,0,1333,Normal
1,69,27,1,0,127,Injection
3,3,2,0,0,1453,Normal
1,30,5,0,0,719,Normal
5,57,49,1,0,387,Injection
7,78,30,1,0,596,Injection
2,22,3,0,0,1347,Normal
0,58,6,0,1,2455,DataExfil
2,39,2,0,0,339,Normal
4,121,43,1,1,272,Injection
3,11,2,0,0,567,Normal
182,141,2,0,0,175,BruteForce
16,1956,4,0,0,53,Recon
2,22,2,0,0,169,Normal
2,27,1,0,0,897,Normal
0,35,3,0,0,744,Normal
3,22,0,0,0,1589,Normal
1,14,3,0,0,929,Normal
3,39,4,0,0,1763,Normal
0,38,2,0,0,572,Normal
63,460,1,0,0,147,BruteForce
4,56,6,0,1,1694,DataExfil
2,38,3,0,0,377,Normal
3,56,19,0,1,2654,DataExfil
1,34,6,0,1,2702,DataExfil
67,369,2,0,0,281,BruteForce
150,476,2,0,0,107,BruteForce
4,44,7,0,1,3307,DataExfil
1,98,16,1,1,500,Injection
2,30,18,0,1,1946,DataExfil
3,39,11,0,1,1008,DataExfil
8,11,16,1,0,146,Injection
128,446,2,0,0,218,BruteForce
13,1145,4,0,0,108,Recon
0,18,0,0,0,420,Normal
15,1829,5,0,0,79,Recon
0,31,0,0,0,1577,Normal
7,1990,3,0,0,40,Recon
3,1254,2,0,0,80,Recon
1,38,0,0,0,1373,Normal
4,52,11,0,1,3153,DataExfil
18,1652,2,0,0,94,Recon
0,18,5,0,0,1687,Normal
1,9,17,0,1,2019,DataExfil
2,35,2,0,0,1579,Normal
6,95,25,1,0,468,Injection
14,1718,9,0,0,59,Recon
3,11,5,0,1,3301,DataExfil
1,23,2,0,0,362,Normal
7,1956,4,0,0,112,Recon
3,871,9,0,0,87,Recon
2,36,7,0,1,1735,DataExfil
124,257,1,0,0,38,BruteForce
2,25,2,0,0,1104,Normal
0,28,3,0,0,233,Normal
1,19,5,0,0,935,Normal
0,28,3,0,0,1196,Normal
2,13,0,0,0,1070,Normal
0,24,5,0,0,1133,Normal
7,117,26,1,0,93,Injection
166,359,0,0,0,151,BruteForce
3,29,1,0,0,1563,Normal
1,33,3,0,0,731,Normal
1,34,4,0,0,1370,Normal
3,19,5,0,0,1724,Normal
3,20,5,0,0,1302,Normal
1,31,2,0,0,335,Normal
1,29,3,0,0,938,Normal
132,288,2,0,0,153,BruteForce
1,21,3,0,0,1505,Normal
3,31,5,0,0,1065,Normal
149,211,2,0,0,220,BruteForce
2,5,4,0,0,1033,Normal
6,59,34,1,0,428,Injection
3,37,11,0,1,1855,DataExfil
0,30,3,0,0,909,Normal
1,41,7,0,1,1935,DataExfil
0,39,1,0,0,743,Normal
3,52,13,0,1,735,DataExfil
1,21,5,0,0,1504,Normal
1,50,5,0,1,1860,DataExfil
1,42,45,1,1,95,Injection
10,1849,2,0,0,65,Recon
2,10,8,0,1,2395,DataExfil
2,7,5,0,0,627,Normal
3,34,5,0,0,1118,Normal
1,27,0,0,0,1450,Normal
3,34,0,0,0,1390,Normal
11,1461,3,0,0,74,Recon
0,15,4,0,0,1709,Normal
12,1109,5,0,0,6,Recon
6,133,31,1,1,193,Injection
3,145,43,1,0,197,Injection
1,24,5,0,1,888,DataExfil
1,37,0,0,0,203,Normal
0,28,2,0,0,1739,Normal
2,15,5,0,0,298,Normal
3,109,32,1,0,270,Injection
64,370,1,0,0,107,BruteForce
7,1992,6,0,0,91,Recon
1,20,0,0,0,1154,Normal
3,63,19,1,0,464,Injection
0,27,5,0,0,1347,Normal
0,19,2,0,0,1331,Normal
3,9,1,0,0,276,Normal
0,9,1,0,0,834,Normal
1,22,0,0,0,1077,Normal
46,218,0,0,0,40,BruteForce
46,334,1,0,0,290,BruteForce
2,24,5,0,0,1181,Normal
165,359,1,0,0,110,BruteForce
120,465,2,0,0,70,BruteForce
6,30,17,1,0,509,Injection
3,12,0,0,0,1573,Normal
0,9,1,0,0,437,Normal
3,16,2,0,0,475,Normal
2,35,2,0,0,1597,Normal
2,36,2,0,0,539,Normal
8,46,29,1,0,359,Injection
2,6,0,0,0,268,Normal
4,33,42,1,0,593,Injection
1,127,31,1,1,280,Injection
2,26,15,0,1,3133,DataExfil
91,359,2,0,0,217,BruteForce
6,147,15,1,0,117,Injection
17,1808,2,0,0,91,Recon
2,1,5,0,0,891,Normal
0,21,2,0,0,554,Normal
3,14,2,0,0,500,Normal
3,28,3,0,0,1709,Normal
58,435,1,0,0,119,BruteForce
3,5,3,0,0,1338,Normal
2,24,6,0,1,3335,DataExfil
2,4,4,0,0,1021,Normal
16,1400,3,0,0,80,Recon
0,19,3,0,0,1491,Normal
100,240,1,0,0,234,BruteForce
0,39,0,0,0,1392,Normal
3,96,31,1,0,204,Injection
0,1,3,0,0,825,Normal
181,228,2,0,0,138,BruteForce
4,1698,6,0,0,92,Recon
3,16,0,0,0,1338,Normal
7,61,31,1,0,360,Injection
180,308,1,0,0,230,BruteForce
141,364,1,0,0,202,BruteForce
5,30,28,1,0,114,Injection
12,688,1,0,0,112,Recon
3,35,2,0,0,403,Normal
3,10,2,0,0,1527,Normal
0,55,5,0,1,1156,DataExfil
1,39,0,0,0,221,Normal
19,801,3,0,0,6,Recon
0,22,12,0,1,1271,DataExfil
154,307,0,0,0,299,BruteForce
1,2,4,0,0,171,Normal
145,197,0,0,0,218,BruteForce
3,31,2,0,0,1782,Normal
1,2,3,0,0,1187,Normal
3,27,2,0,0,1670,Normal
1,14,1,0,0,882,Normal
0,38,5,0,0,253,Normal
1,36,1,0,0,1677,Normal
1,114,18,1,0,136,Injection
3,28,7,0,1,2986,DataExfil
3,57,16,0,1,726,DataExfil
1,31,4,0,0,942,Normal
1,15,4,0,0,218,Normal
2,23,4,0,0,907,Normal
3,22,8,0,1,2580,DataExfil
1,20,4,0,0,736,Normal
2,22,0,0,0,1410,Normal
71,290,2,0,0,196,BruteForce
1,33,1,0,0,397,Normal
1,38,12,0,1,3350,DataExfil
3,39,0,0,0,407,Normal
1,80,29,1,0,258,Injection
4,44,13,0,1,896,DataExfil
1,16,5,0,0,522,Normal
2,37,2,0,0,728,Normal
174,397,0,0,0,100,BruteForce
3,21,9,0,1,1190,DataExfil
6,45,46,1,0,557,Injection
0,25,4,0,0,283,Normal
84,467,2,0,0,234,BruteForce
6,76,36,1,0,579,Injection
0,18,3,0,0,869,Normal
3,2,0,0,0,963,Normal
1,36,40,1,0,154,Injection
3,28,0,0,0,703,Normal
1,6,1,0,0,1436,Normal
2,39,18,0,1,1640,DataExfil
3,10,2,0,0,1255,Normal
0,33,0,0,0,585,Normal
3,38,0,0,0,1105,Normal
10,865,9,0,0,61,Recon
3,3,0,0,0,574,Normal
2,18,11,0,1,2472,DataExfil
124,272,1,0,0,253,BruteForce
3,26,4,0,0,902,Normal
48,139,1,0,0,35,BruteForce
0,25,2,0,0,210,Normal
84,324,0,0,0,98,BruteForce
1,14,2,0,0,1731,Normal
1,49,15,0,1,3185,DataExfil
1,124,42,1,0,302,Injection
2,2,2,0,0,1478,Normal
3,34,1,0,0,1286,Normal
1,8,3,0,0,1587,Normal
16,1283,7,0,0,112,Recon
14,968,9,0,0,58,Recon
3,15,2,0,0,476,Normal
7,54,34,1,0,266,Injection
2,33,8,0,1,1537,DataExfil
7,124,26,1,1,569,Injection
3,1,0,0,0,1221,Normal
12,992,1,0,0,77,Recon
2,18,5,0,0,551,Normal
8,101,16,1,1,223,Injection
3,35,5,0,0,968,Normal
3,10,5,0,0,273,Normal
3,12,17,0,1,2682,DataExfil
3,56,16,0,1,2802,DataExfil
1,58,19,0,1,1846,DataExfil
17,1332,6,0,0,88,Recon
2,15,5,0,0,462,Normal
4,59,10,0,1,1938,DataExfil
0,39,4,0,0,778,Normal
3,33,4,0,0,1584,Normal
83,335,1,0,0,232,BruteForce
150,362,1,0,0,71,BruteForce
41,313,0,0,0,55,BruteForce
2,1,2,0,0,1284,Normal
3,59,15,0,1,2934,DataExfil
4,26,9,0,1,1486,DataExfil
135,102,0,0,0,214,BruteForce
9,146,27,1,0,199,Injection
14,1349,3,0,0,87,Recon
0,7,2,0,0,1580,Normal
3,1044,5,0,0,90,Recon
4,133,26,1,0,476,Injection
3,27,1,0,0,189,Normal
1,15,4,0,0,1383,Normal
2,6,5,0,0,1136,Normal
1,25,3,0,0,494,Normal
8,124,28,1,0,578,Injection
1,8,3,0,0,1356,Normal
14,1569,5,0,0,96,Recon
2,28,5,0,0,1320,Normal
2,27,0,0,0,326,Normal
2,22,3,0,0,146,Normal
3,9,6,0,1,2944,DataExfil
3,7,3,0,0,722,Normal
3,9,8,0,1,1614,DataExfil
3,34,3,0,0,297,Normal
0,34,2,0,0,932,Normal
1,23,4,0,0,460,Normal
0,9,2,0,0,1373,Normal
15,1317,8,0,0,104,Recon
0,110,39,1,0,477,Injection
0,29,4,0,0,153,Normal
0,26,4,0,0,1411,Normal
3,6,3,0,0,757,Normal
2,32,3,0,0,239,Normal
3,26,0,0,0,1388,Normal
0,45,15,0,1,2268,DataExfil
3,36,17,0,1,3261,DataExfil
4,28,15,1,0,368,Injection
105,300,1,0,0,136,BruteForce
2,136,37,1,1,289,Injection
1,17,4,0,0,965,Normal
2,18,3,0,0,597,Normal
1,17,2,0,0,1603,Normal
3,26,5,0,0,1559,Normal
6,57,46,1,0,227,Injection
2,3,2,0,0,1310,Normal
2,18,1,0,0,1553,Normal
6,1365,4,0,0,61,Recon
58,409,1,0,0,160,BruteForce
0,2,2,0,0,1233,Normal
3,1915,4,0,0,61,Recon
181,338,0,0,0,246,BruteForce
0,22,4,0,0,541,Normal
2,37,2,0,0,743,Normal
7,824,7,0,0,33,Recon
3,31,4,0,0,562,Normal
19,1041,1,0,0,15,Recon
0,17,0,0,0,1529,Normal
100,231,0,0,0,243,BruteForce
2,39,1,0,0,1098,Normal
105,234,0,0,0,66,BruteForce
178,281,0,0,0,23,BruteForce
17,1623,4,0,0,71,Recon
3,22,1,0,0,1556,Normal
2,30,4,0,0,1430,Normal
0,13,2,0,0,268,Normal
0,1856,2,0,0,65,Recon
9,50,48,1,0,380,Injection
15,1540,8,0,0,101,Recon
9,20,44,1,0,583,Injection
4,30,17,0,1,2420,DataExfil
2,8,2,0,0,188,Normal
8,86,22,1,0,435,Injection
1,2,5,0,0,456,Normal
0,885,8,0,0,35,Recon
2,16,0,0,0,341,Normal
0,15,15,1,0,293,Injection
1,35,0,0,0,681,Normal
0,51,19,0,1,2295,DataExfil
2,17,4,0,0,1328,Normal
0,33,2,0,0,902,Normal
93,135,0,0,0,197,BruteForce
0,64,24,1,1,568,Injection
2,144,35,1,0,516,Injection
1,20,1,0,0,145,Normal
3,1,4,0,0,1288,Normal
82,140,2,0,0,138,BruteForce
3,11,4,0,0,1717,Normal
166,309,2,0,0,253,BruteForce
9,131,34,1,1,545,Injection
0,25,1,0,0,681,Normal
4,23,7,0,1,715,DataExfil
2,29,0,0,0,629,Normal
3,33,3,0,0,331,Normal
3,39,5,0,0,889,Normal
0,52,8,0,1,1612,DataExfil
3,16,0,0,0,204,Normal
0,37,1,0,0,1451,Normal
0,11,5,0,0,1617,Normal
2,46,16,0,1,2320,DataExfil
2,16,3,0,0,877,Normal
2,4,0,0,0,330,Normal
2,20,0,0,0,560,Normal
2,4,0,0,0,774,Normal
195,115,1,0,0,290,BruteForce
3,62,32,1,0,402,Injection
1,39,3,0,0,712,Normal
3,16,1,0,0,1091,Normal
2,1036,7,0,0,92,Recon
13,1742,4,0,0,67,Recon
3,2,4,0,0,1147,Normal
4,27,7,0,1,2957,DataExfil
3,20,2,0,0,572,Normal
2,16,0,0,0,313,Normal
4,9,18,0,1,2995,DataExfil
85,171,0,0,0,130,BruteForce
3,16,1,0,0,333,Normal
3,25,19,0,1,1097,DataExfil
0,1,3,0,0,1656,Normal
1,28,1,0,0,171,Normal
18,1849,8,0,0,66,Recon
0,15,14,0,1,3303,DataExfil
5,12,17,1,1,102,Injection
0,37,5,0,0,1583,Normal
0,35,2,0,0,1105,Normal
0,29,2,0,0,162,Normal
0,13,0,0,0,1573,Normal
0,130,42,1,0,295,Injection
0,12,0,0,0,556,Normal
158,158,2,0,0,67,BruteForce
7,1881,2,0,0,89,Recon
3,39,1,0,0,1307,Normal
1,39,4,0,0,849,Normal
3,19,3,0,0,572,Normal
0,10,2,0,0,1596,Normal
4,1870,6,0,0,47,Recon
2,17,5,0,0,690,Normal
2,22,4,0,0,1448,Normal
2,6,3,0,0,1314,Normal
113,464,0,0,0,13,BruteForce
1,65,22,1,0,314,Injection
2,35,5,0,0,328,Normal
13,1349,4,0,0,81,Recon
0,34,3,0,0,863,Normal
3,6,3,0,0,1021,Normal
2,3,4,0,0,1534,Normal
61,241,2,0,0,76,BruteForce
18,1682,9,0,0,52,Recon
0,4,3,0,0,716,Normal
63,479,2,0,0,135,BruteForce
3,8,2,0,0,1640,Normal
1,17,5,0,0,1508,Normal
1,30,1,0,0,347,Normal
2,19,11,0,1,3088,DataExfil
3,7,0,0,0,503,Normal
74,291,0,0,0,110,BruteForce
68,373,1,0,0,57,BruteForce
9,25,15,1,0,406,Injection
7,60,41,1,0,439,Injection
3,27,0,0,0,806,Normal
107,406,1,0,0,85,BruteForce
2,30,5,0,0,1727,Normal
0,31,1,0,0,1183,Normal
3,5,3,0,0,176,Normal
3,10,3,0,0,810,Normal
3,33,7,0,1,3406,DataExfil
1,1669,4,0,0,86,Recon
3,36,0,0,0,977,Normal
99,486,0,0,0,91,BruteForce
100,148,2,0,0,221,BruteForce
104,244,1,0,0,18,BruteForce
170,228,0,0,0,145,BruteForce
0,22,0,0,0,609,Normal
1,33,2,0,0,1352,Normal
3,36,2,0,0,1497,Normal
2,19,0,0,0,1651,Normal
1,34,3,0,0,1351,Normal
2,50,8,0,1,2555,DataExfil
2,6,4,0,0,1060,Normal
3,4,1,0,0,1103,Normal
3,30,4,0,0,780,Normal
3,25,5,0,0,634,Normal
2,9,19,0,1,3450,DataExfil
2,39,2,0,0,601,Normal
0,36,0,0,0,1077,Normal
0,6,13,0,1,2308,DataExfil
0,23,3,0,0,321,Normal
3,5,3,0,0,1300,Normal
3,17,6,0,1,2521,DataExfil
57,330,0,0,0,75,BruteForce
0,33,2,0,0,408,Normal
12,1029,2,0,0,38,Recon
48,462,1,0,0,226,BruteForce
120,178,0,0,0,16,BruteForce
7,42,31,1,0,140,Injection
83,220,1,0,0,57,BruteForce
0,25,0,0,0,1156,Normal
3,35,3,0,0,1507,Normal
1,20,3,0,0,1582,Normal
19,1665,6,0,0,85,Recon
3,5,3,0,0,629,Normal
2,18,10,0,1,1777,DataExfil
81,315,2,0,0,155,BruteForce
17,1236,6,0,0,25,Recon
3,30,5,0,0,748,Normal
4,33,10,0,1,2714,DataExfil
2,30,0,0,0,776,Normal
17,1835,5,0,0,17,Recon
3,17,2,0,0,1498,Normal
3,34,2,0,0,1495,Normal
2,21,15,0,1,2698,DataExfil
113,478,2,0,0,120,BruteForce
16,1643,9,0,0,75,Recon
0,751,4,0,0,66,Recon
3,59,17,0,1,1133,DataExfil
1,22,3,0,0,1338,Normal
0,18,17,0,1,3351,DataExfil
1,32,5,0,0,170,Normal
11,1483,7,0,0,32,Recon
1,8,1,0,0,481,Normal
2,93,49,1,1,511,Injection
0,45,18,0,1,1502,DataExfil
0,39,13,0,1,1180,DataExfil
176,303,1,0,0,161,BruteForce
2,17,1,0,0,641,Normal
5,75,22,1,0,564,Injection
1,29,18,0,1,3458,DataExfil
0,122,26,1,0,598,Injection
1,38,3,0,0,587,Normal
0,4,0,0,0,1379,Normal
3,24,4,0,0,909,Normal
0,31,0,0,0,1667,Normal
4,24,39,1,0,122,Injection
2,18,5,0,0,1607,Normal
1,46,17,0,1,2633,DataExfil
3,2,5,0,0,489,Normal
0,5,3,0,0,968,Normal
2,38,4,0,0,329,Normal
3,6,3,0,0,1005,Normal
19,1594,6,0,0,8,Recon
98,430,0,0,0,154,BruteForce
3,16,5,0,1,902,DataExfil
0,37,3,0,0,173,Normal
182,155,0,0,0,106,BruteForce
2,15,1,0,0,1668,Normal
3,33,4,0,0,737,Normal
3,21,1,0,0,1581,Normal
0,23,5,0,0,255,Normal
